review_id,condition_id,model,model_label,mode,mode_label,question_id,question,category,language,params_b,family,wall_seconds,gpt_human_quality_score,deepseek_human_quality_score,ensemble_human_quality_score,score_abs_diff_mean,score_exact_agreement_count,primary_failure_tag_agreement,gpt_answer_acceptance,gpt_readability,gpt_citation_usefulness,gpt_over_answering_risk,gpt_primary_failure_tag,gpt_secondary_failure_tag,gpt_notes,deepseek_answer_acceptance,deepseek_readability,deepseek_citation_usefulness,deepseek_over_answering_risk,deepseek_primary_failure_tag,deepseek_secondary_failure_tag,deepseek_notes,ensemble_answer_acceptance,ensemble_readability,ensemble_citation_usefulness,ensemble_over_answering_risk,ensemble_clean_pass,two_judge_unanimous_clean_pass,blocking_bad_case,blocking_reasons
s30_review_0091,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_016,"I want to take Logic Programming in Autumn 2026. Who teaches it, when is it scheduled, and where should I check the official course information?",course,en,0.8,Qwen3.5,2.04,0.5,0.5,0.5,0.5,2,False,1.0,2.0,0.0,1.0,citation_mismatch,unsupported_claim,Has no citations and mislabels the Tuesday schedule.,1.0,2.0,1.0,2.0,over_answering,unsupported_claim,"The answer correctly identifies the instructor and schedule but invents a specific URL for the syllabus and adds unsupported claims about registration requirements and accommodations, which are not in the retrieved evidence.",1.0,2.0,0.5,1.5,False,False,False,
s30_review_0092,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_016,"I want to take Logic Programming in Autumn 2026. Who teaches it, when is it scheduled, and where should I check the official course information?",course,en,0.8,Qwen3.5,4.408,0.625,0.5,0.5625,0.75,2,False,1.0,2.0,0.0,0.0,citation_mismatch,missing_key_condition,Lacks citations and omits the exact schedule.,1.0,2.0,1.0,2.0,over_answering,citation_mismatch,"The answer correctly identifies the instructor and mentions weekly lectures, but it invents a specific URL not found in the retrieved evidence and omits the exact schedule (5/TU,6/TU), making it partly useful but with unsupported details.",1.0,2.0,0.5,1.0,False,False,False,
s30_review_0093,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_017,"I remember there is a class called Statistical Information Literacy. How is the grade evaluated, and what kind of work does the syllabus seem to require?",course,en,0.8,Qwen3.5,2.399,0.375,0.25,0.3125,0.75,1,True,1.0,1.0,0.0,1.0,unsupported_claim,citation_mismatch,Misstates the exam share and ignores the Autumn section.,0.0,0.0,0.0,0.0,unsupported_claim,citation_mismatch,"The model answer invents an exam weight of 60% and misrepresents the retrieved#s structure, while also failing to mention the other section's content, despite the evidence only showing 20% for the exam and 20% for the other section.",0.5,0.5,0.0,0.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0094,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_017,"I remember there is a class called Statistical Information Literacy. How is the grade evaluated, and what kind of work does the syllabus seem to require?",course,en,0.8,Qwen3.5,5.553,0.375,0.5,0.4375,0.25,3,False,1.0,0.0,1.0,1.0,language_or_format_failure,missing_key_condition,Includes internal agent text and omits Autumn grading.,1.0,1.0,1.0,1.0,citation_mismatch,verbose_low_quality,"The answer mixes grading policies from two different sections without distinguishing them, misattributes 'Associated abilities' as syllabus requirements, and includes an unnecessary meta-note about evidence sufficiency.",1.0,0.5,1.0,1.0,False,False,True,ensemble_quality_below_0.50
s30_review_0095,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_018,MIURA先生って、どの日本語の授業を担当していますか？レベルも少し知りたいです。,course,ja,0.8,Qwen3.5,1.265,0.5,0.375,0.4375,0.75,1,False,1.0,1.0,1.0,1.0,over_answering,missing_key_condition,Includes Middle English and omits level details.,0.0,1.0,0.0,0.0,citation_mismatch,unsupported_claim,"回答はMIURA先生が中英語を担当していると主張しているが、引用[1]の講師名はMIURA, Ayumiであり、質問の対象であるMIURA, Ayano先生とは別人の可能性が高く、誤った情報を提供している。",0.5,1.0,0.5,0.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0096,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_018,MIURA先生って、どの日本語の授業を担当していますか？レベルも少し知りたいです。,course,ja,0.8,Qwen3.5,6.816,0.625,0.625,0.625,0.5,2,True,1.0,0.0,2.0,0.0,verbose_low_quality,missing_key_condition,Repeats course records and omits useful level explanation.,1.0,1.0,1.0,0.0,verbose_low_quality,none,回答はJ2の担当を正しく示しているが、レベル情報が欠落し、引用が冗長で重複しているため、部分的に有用だが改善が必要。,1.0,0.5,1.5,0.0,False,False,False,
s30_review_0097,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_019,履修登録サイトで科目を選択したのに登録が完了したか不安です。どの操作や確認をすればよいですか？,registration,ja,0.8,Qwen3.5,4.695,0.75,0.75,0.75,0.5,2,True,2.0,0.0,2.0,0.0,verbose_low_quality,none,Contains the key answer but is overly long and repetitive.,1.0,1.0,2.0,0.0,verbose_low_quality,none,回答は有用だが、引用の羅列が長く冗長で、学生向けの簡潔な説明になっていない。,1.5,0.5,2.0,0.0,False,False,True,repetitive_or_truncated
s30_review_0098,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_019,履修登録サイトで科目を選択したのに登録が完了したか不安です。どの操作や確認をすればよいですか？,registration,ja,0.8,Qwen3.5,7.915,0.25,0.625,0.4375,0.75,1,True,1.0,0.0,0.0,1.0,verbose_low_quality,citation_mismatch,Contains the key answer but is an unusably long evidence dump with invalid citation numbers.,1.0,1.0,1.0,0.0,verbose_low_quality,none,回答は必要な情報を含むが、箇条書きが冗長で整理されておらず、学生向けの明確な手順として読みにくい。,1.0,0.5,0.5,0.5,False,False,True,ensemble_quality_below_0.50
s30_review_0099,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_020,"I need to buy textbooks for Spring 2026 courses. Where should I check the official textbook purchase information, and what details should I not expect the chatbot to know?",course_materials,en,0.8,Qwen3.5,4.062,0.625,0.25,0.4375,1.25,0,False,1.0,2.0,1.0,1.0,unsupported_claim,missing_key_condition,Wrongly directs to a course syllabus instead of the textbook Portal notice.,0.0,0.0,0.0,0.0,citation_mismatch,unsupported_claim,"The answer cites an irrelevant course syllabus link [1] instead of the correct portal notice [3] and misstates what the chatbot should not know, making it misleading and unusable.",0.5,1.0,0.5,0.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0100,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_020,"I need to buy textbooks for Spring 2026 courses. Where should I check the official textbook purchase information, and what details should I not expect the chatbot to know?",course_materials,en,0.8,Qwen3.5,4.632,0.625,0.5,0.5625,0.75,1,False,2.0,2.0,0.0,1.0,citation_mismatch,over_answering,Useful but lacks citations and adds a generic website not supported.,1.0,1.0,1.0,1.0,unsupported_claim,none,"The answer incorrectly states to check 'on-campus pickup locations' as the official source and adds an unsupported 'maruzen.co.jp' website, while the evidence directs to the Portal guidance document for all details.",1.5,1.5,0.5,1.0,False,False,False,
s30_review_0101,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_021,What are the mandatory courses I need to take after coming to ICU?,curriculum,en,0.8,Qwen3.5,1.756,0.5,0.125,0.3125,0.75,2,True,0.0,2.0,2.0,2.0,unsupported_claim,over_answering,Incorrectly declares all retrieved course syllabi mandatory.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,"The model answer incorrectly presents all retrieved courses as mandatory for the student, while the evidence only labels GLS101 as required for specific majors and GEX001 as a GE course, not a universal requirement.",0.0,1.5,1.0,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0102,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_021,What are the mandatory courses I need to take after coming to ICU?,curriculum,en,0.8,Qwen3.5,5.13,0.625,0.125,0.375,1.0,0,True,1.0,2.0,1.0,1.0,unsupported_claim,missing_key_condition,Mentions PE but adds unsupported doctoral and major framing.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,"The answer incorrectly claims PE and Health Science are required for doctoral students and omits the only universal mandatory course (Introduction to Christianity), while citing evidence that does not support these claims.",0.5,1.5,0.5,1.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0103,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_022,What is the mandatory course I need to take after entering ICU?,curriculum,en,0.8,Qwen3.5,0.993,0.375,0.125,0.25,0.5,2,True,0.0,2.0,1.0,2.0,unsupported_claim,over_answering,Hallucinates Global Governance as mandatory.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,"The model answer incorrectly claims Global Governance is the mandatory course, but the evidence only shows it is required for Global Studies majors, not all students; the reference answer identifies Introduction to Christianity as the all-student requirement.",0.0,1.5,0.5,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0104,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_022,What is the mandatory course I need to take after entering ICU?,curriculum,en,0.8,Qwen3.5,5.168,0.5,0.375,0.4375,0.75,1,True,1.0,1.0,1.0,1.0,missing_key_condition,unsupported_claim,Covers PE only and adds incorrect graduate or major framing.,0.0,1.0,0.0,0.0,missing_key_condition,citation_mismatch,"The answer omits the mandatory 'Introduction to Christianity' course and misinterprets evidence [3] (graduate school) as supporting undergraduate requirements, making it misleading.",0.5,1.0,0.5,0.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0105,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_023,ICUに入学した後、必ず履修しなければならない科目は何ですか？どの公式ページを見るべきですか？,curriculum,ja,0.8,Qwen3.5,2.505,0.75,0.625,0.6875,0.25,3,True,1.0,2.0,1.0,0.0,missing_key_condition,none,Too narrow because it only covers PE and Health.,1.0,2.0,1.0,1.0,missing_key_condition,unsupported_claim,保健体育のみを必修と断定し、入試区分による必修語学（ELA/JLP）の条件を欠落させているため、部分的に有用だが修正が必要。,1.0,2.0,1.0,0.5,False,False,False,
s30_review_0106,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_023,ICUに入学した後、必ず履修しなければならない科目は何ですか？どの公式ページを見るべきですか？,curriculum,ja,0.8,Qwen3.5,10.476,0.0,0.125,0.0625,0.25,3,False,0.0,0.0,0.0,2.0,unsupported_claim,verbose_low_quality,Misidentifies ELA as the mandatory course and is a copied evidence dump.,0.0,1.0,0.0,2.0,missing_key_condition,citation_mismatch,回答はELAのみを必修科目と誤って断定し、保健体育科目や入学区分によるJLP必修の可能性を無視しており、証拠と矛盾するため安全でない。,0.0,0.5,0.0,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0107,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_024,进入ICU以后必须修哪些课程？我应该看哪个官方页面？,curriculum,zh,0.8,Qwen3.5,4.427,0.25,0.125,0.1875,0.25,3,True,0.0,1.0,1.0,2.0,unsupported_claim,language_or_format_failure,Misstates credits and official pages while answering in English to a Chinese question.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,"The answer invents specific URLs and misrepresents PE requirements (3 units instead of 1), and claims teacher certification is recommended, none of#2.",0.0,1.0,0.5,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0108,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_024,进入ICU以后必须修哪些课程？我应该看哪个官方页面？,curriculum,zh,0.8,Qwen3.5,8.3,0.0,0.0,0.0,0.0,4,True,0.0,0.0,0.0,2.0,unsupported_claim,verbose_low_quality,"Misstates credits, lists irrelevant pages, and ends with repetitive admissions advice.",0.0,0.0,0.0,2.0,unsupported_claim,citation_mismatch,模型回答虚构了学分数量、错误添加了教师证书课程为必修，并推荐了不相关的官方页面，严重偏离检索证据。,0.0,0.0,0.0,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50; repetitive_or_truncated
s30_review_0109,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_025,大学の卒論にチャットGPTを使っても大丈夫ですか？,policy,ja,0.8,Qwen3.5,0.51,0.625,0.25,0.4375,0.75,1,False,1.0,1.0,1.0,0.0,missing_key_condition,language_or_format_failure,Cautious but in English and omits the available AI-policy guidance.,0.0,0.0,0.0,0.0,language_or_format_failure,retrieval_miss,"The question is in Japanese but the model answer is entirely in English, making it unusable for the intended audience.",0.5,0.5,0.5,0.0,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0110,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_025,大学の卒論にチャットGPTを使っても大丈夫ですか？,policy,ja,0.8,Qwen3.5,6.689,0.375,0.125,0.25,0.5,2,True,1.0,1.0,1.0,2.0,unsupported_claim,over_answering,Starts with an unsupported yes and adds irrelevant Q&A material despite correct warnings.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,回答は「大丈夫です」と断言しているが、証拠は使用を全面的に否定していないと述べるにとどまり、剽窃リスクを強調しているため、安全でない誤解を招く主張である。,0.5,1.0,0.5,2.0,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0111,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_026,Can I use ChatGPT for my senior thesis at ICU?,policy,en,0.8,Qwen3.5,0.218,0.75,0.375,0.5625,0.75,1,False,1.0,2.0,1.0,0.0,missing_key_condition,evidence_insufficient,Fails to report the explicit senior-thesis generative-AI rule.,0.0,1.0,0.0,0.0,retrieval_miss,evidence_insufficient,"The model answer fails to use the available evidence [5] which directly addresses the question, making it misleading and unusable despite being clearly written.",0.5,1.5,0.5,0.0,False,False,True,deepseek_acceptance_0
s30_review_0112,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_026,Can I use ChatGPT for my senior thesis at ICU?,policy,en,0.8,Qwen3.5,5.297,0.625,0.625,0.625,0.5,2,True,1.0,1.0,2.0,1.0,verbose_low_quality,over_answering,"Contradictory and repetitive, though it includes the senior-thesis AI rule.",1.0,1.0,1.0,0.0,verbose_low_quality,none,"The answer correctly states ChatGPT cannot be used unauthorized but is confusingly self-contradictory and verbose, weakening clarity and usefulness.",1.0,1.0,1.5,0.5,False,False,True,repetitive_or_truncated
s30_review_0113,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_027,我可以在ICU的毕业论文里使用ChatGPT吗？如果资料不够，请明确告诉我。,policy,zh,0.8,Qwen3.5,2.637,0.5,0.625,0.5625,0.25,3,False,1.0,1.0,1.0,1.0,language_or_format_failure,over_answering,"Answers in English, overstates a blanket ban, and cites irrelevant evidence.",1.0,1.0,1.0,0.0,citation_mismatch,none,"The answer correctly cites Evidence [2] to state the policy, but misuses Evidence [3] and [4] which are irrelevant to the question, making the answer partly useful but with misleading citations.",1.0,1.0,1.0,0.5,False,False,False,
s30_review_0114,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_027,我可以在ICU的毕业论文里使用ChatGPT吗？如果资料不够，请明确告诉我。,policy,zh,0.8,Qwen3.5,9.981,0.125,0.0,0.0625,0.25,3,True,0.0,0.0,1.0,2.0,unsupported_claim,language_or_format_failure,"Contradicts itself, mixes languages, and adds irrelevant Net ID and accommodation claims.",0.0,0.0,0.0,2.0,unsupported_claim,citation_mismatch,模型回答错误地声称可以使用ChatGPT，与证据[2]明确禁止未经授权使用生成式AI相矛盾，且引用的多条证据与问题无关，严重误导且不安全。,0.0,0.0,0.5,2.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0115,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_028,鏑木先生が担当している授業は何ですか？,course,ja,0.8,Qwen3.5,0.782,0.75,0.75,0.75,0.0,4,False,1.0,2.0,1.0,0.0,missing_key_condition,none,Only lists Robotics and misses other retrieved Kaburagi courses.,1.0,2.0,1.0,0.0,evidence_insufficient,none,回答は「ロボット工学」のみを挙げているが、検索資料には他にも複数の担当科目が存在するため不完全であり、学生に全ての情報を提供できていない。,1.0,2.0,1.0,0.0,False,False,False,
s30_review_0116,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_028,鏑木先生が担当している授業は何ですか？,course,ja,0.8,Qwen3.5,7.011,0.25,0.25,0.25,1.0,1,False,0.0,1.0,1.0,2.0,unsupported_claim,citation_mismatch,Names a course taught by another instructor and contradicts itself.,0.0,0.0,0.0,0.0,citation_mismatch,language_or_format_failure,"The model answer contradicts itself by stating 鏑木先生 teaches the course but then says SATO, Nozomi is the instructor, and the cited evidence does not mention 鏑木先生 at all.",0.0,0.5,0.5,1.0,False,False,True,gpt_acceptance_0; deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0117,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_029,鏑木先生教哪些课？请只根据检索到的ICU课程资料回答。,course,zh,0.8,Qwen3.5,2.719,0.75,0.875,0.8125,0.25,3,False,1.0,1.0,2.0,0.0,language_or_format_failure,none,Correct courses but answers in English to a Chinese question.,1.0,2.0,2.0,0.0,missing_key_condition,none,"The answer correctly identifies two courses from the evidence but omits two other courses (ISC314 and ISC315) that are listed in the reference answer, making it incomplete.",1.0,1.5,2.0,0.0,False,False,False,
s30_review_0118,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_029,鏑木先生教哪些课？请只根据检索到的ICU课程资料回答。,course,zh,0.8,Qwen3.5,6.955,0.625,0.375,0.5,1.0,0,False,1.0,2.0,1.0,1.0,unsupported_claim,citation_mismatch,Incorrectly includes Japanese Archaeology despite naming a different instructor.,0.0,1.0,0.0,0.0,citation_mismatch,unsupported_claim,"The answer incorrectly attributes Japanese Archaeology to KABURAGI, contradicting the cited evidence which shows HAYASHI as the instructor, and omits the course Numerical Methods in Science found in the reference answer but not in the provided evidence.",0.5,1.5,0.5,0.5,False,False,True,deepseek_acceptance_0
s30_review_0119,condition_c5b22ff5,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,single_shot,single-shot,s30_030,"After I select courses on the registration website, how can I check whether my registration is actually complete?",registration,en,0.8,Qwen3.5,1.253,0.625,0.5,0.5625,0.25,3,True,1.0,2.0,1.0,1.0,unsupported_claim,missing_key_condition,Includes the result and advisor checks but adds a confusing incorrect status condition.,1.0,1.0,1.0,1.0,unsupported_claim,verbose_low_quality,"The answer correctly mentions checking Registration Result and advisor approval, but the third bullet about 'not yet completed (i.e., not in the Late Registration period)' is an unsupported extrapolation not found in the evidence.",1.0,1.5,1.0,1.0,False,False,False,
s30_review_0120,condition_ce83c8c3,Qwen/Qwen3.5-0.8B,Qwen3.5 0.8B,agentic,agentic,s30_030,"After I select courses on the registration website, how can I check whether my registration is actually complete?",registration,en,0.8,Qwen3.5,3.697,0.875,1.0,0.9375,0.25,3,False,1.0,2.0,2.0,0.0,missing_key_condition,none,Omits the Registration Result section and advisor-approval check.,2.0,2.0,2.0,0.0,none,none,"The answer accurately summarizes the key confirmation steps from the evidence, is clear and concise, and provides relevant citations.",1.5,2.0,2.0,0.0,True,False,False,
s30_review_0121,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_001,"I'm a new student and I plan to take JLP, but I don't know which Japanese level I will be placed into. How is the level decided, and where should I check the official information?",language,en,2.0,Qwen3.5,77.055,0.625,0.625,0.625,0.5,2,False,1.0,2.0,1.0,1.0,missing_key_condition,over_answering,Omits in-class reassessment and adds extra program details.,1.0,1.0,1.0,0.0,citation_mismatch,none,"The answer correctly states placement is by test, but cites [2] as 'ICU 2026 Booklet' which is not supported by the evidence, and omits the in-class assessment mentioned in [3].",1.0,1.5,1.0,0.5,False,False,False,
s30_review_0122,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_001,"I'm a new student and I plan to take JLP, but I don't know which Japanese level I will be placed into. How is the level decided, and where should I check the official information?",language,en,2.0,Qwen3.5,4.746,0.75,0.625,0.6875,0.25,3,False,1.0,2.0,1.0,0.0,missing_key_condition,none,Omits in-class reassessment and specific JLP sources.,1.0,1.0,1.0,0.0,evidence_insufficient,none,"The answer correctly mentions the placement test but omits the in-class assessment and specific JLP website URL from the evidence, making it partly useful but incomplete.",1.0,1.5,1.0,0.0,False,False,False,
s30_review_0123,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_002,"I missed the normal course registration day because I was sick. Can I still register or change my courses, and what part of the procedure should I pay attention to?",registration,en,2.0,Qwen3.5,1.769,0.875,0.75,0.8125,0.25,3,True,1.0,2.0,2.0,0.0,missing_key_condition,none,Omits advisor approval and the fee.,1.0,2.0,1.0,0.0,missing_key_condition,none,"The answer correctly describes the registration change period and SAVE/confirmation steps but omits the Late Registration fee and advisor approval mentioned in the reference answer, which are key procedural details.",1.0,2.0,1.5,0.0,False,False,False,
s30_review_0124,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_002,"I missed the normal course registration day because I was sick. Can I still register or change my courses, and what part of the procedure should I pay attention to?",registration,en,2.0,Qwen3.5,4.975,0.875,0.75,0.8125,0.25,3,True,1.0,2.0,2.0,0.0,missing_key_condition,none,Omits advisor approval and the fee.,1.0,2.0,1.0,0.0,missing_key_condition,none,"The answer correctly states late registration is possible during the change period and mentions the SAVE button and confirmation, but it omits the required 3,000 yen fee and advisor approval mentioned in the reference answer, which are key procedural details.",1.0,2.0,1.5,0.0,False,False,False,
s30_review_0125,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_003,"If I want to withdraw from a course after seeing my workload, what rules or deadlines should I check before I make the decision?",registration,en,2.0,Qwen3.5,2.643,0.875,0.625,0.75,0.5,2,False,2.0,2.0,2.0,1.0,over_answering,none,Mostly correct but includes some irrelevant withdrawal information.,1.0,2.0,1.0,1.0,unsupported_claim,citation_mismatch,"The answer incorrectly applies the Registration Withdrawal deadline and process to a single course withdrawal, which is not supported by the evidence; the evidence states partial withdrawal is not possible and the one-month deadline is for Registration Withdrawal,#39;#39; not#39;t for a single course withdrawal.",1.5,2.0,1.5,1.0,False,False,False,
s30_review_0126,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_003,"If I want to withdraw from a course after seeing my workload, what rules or deadlines should I check before I make the decision?",registration,en,2.0,Qwen3.5,5.876,0.5,0.125,0.3125,0.75,1,False,1.0,1.0,1.0,1.0,over_answering,unsupported_claim,Adds irrelevant readmission and SAVE material and has imprecise deadline wording.,0.0,1.0,0.0,2.0,unsupported_claim,citation_mismatch,"The answer conflates Registration Withdrawal (all courses) with course-by-course withdrawal, misrepresents deadlines, and invents a process not supported by the evidence.",0.5,1.0,0.5,1.5,False,False,True,deepseek_acceptance_0; ensemble_quality_below_0.50
s30_review_0127,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_004,I am trying to plan my major requirements and study abroad at the same time. Where should I look to confirm whether courses or credits will count toward my ICU requirements?,major,en,2.0,Qwen3.5,2.103,0.75,0.75,0.75,0.5,2,True,1.0,2.0,2.0,1.0,missing_key_condition,over_answering,Omits the limitation about specific major requirements.,1.0,2.0,1.0,0.0,missing_key_condition,none,"The answer correctly points to the brochure and eHandbook but omits the crucial step of submitting an application to the Educational Affairs Group for review, which is needed for confirmation.",1.0,2.0,1.5,0.5,False,False,False,
s30_review_0128,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_004,I am trying to plan my major requirements and study abroad at the same time. Where should I look to confirm whether courses or credits will count toward my ICU requirements?,major,en,2.0,Qwen3.5,5.074,0.75,0.625,0.6875,0.25,3,False,1.0,2.0,2.0,1.0,missing_key_condition,over_answering,Omits the major-counting limitation and adds a less relevant Kenkyusei note.,1.0,2.0,1.0,1.0,evidence_insufficient,none,"The answer correctly points to study abroad and transfer policies but does not address the specific question about confirming major requirements, and the Kenkyusei note is irrelevant.",1.0,2.0,1.5,1.0,False,False,False,
s30_review_0129,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_005,"I am worried about senior thesis deadlines. Where can I find the official schedule, and what kind of thesis-related deadlines should I expect to check?",graduation,en,2.0,Qwen3.5,2.407,0.625,0.5,0.5625,0.25,3,False,1.0,1.0,1.0,0.0,missing_key_condition,citation_mismatch,Focuses on course records and relief while missing several official schedule sources.,1.0,1.0,1.0,1.0,citation_mismatch,unsupported_claim,"The answer misinterprets course records as official schedule links and presents a relief application deadline as a general thesis deadline, which is not supported by the evidence.",1.0,1.0,1.0,0.5,False,False,False,
s30_review_0130,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_005,"I am worried about senior thesis deadlines. Where can I find the official schedule, and what kind of thesis-related deadlines should I expect to check?",graduation,en,2.0,Qwen3.5,12.425,0.625,0.5,0.5625,0.25,3,True,1.0,1.0,2.0,1.0,unsupported_claim,verbose_low_quality,Very verbose and asserts an unsupported general rule for final deadlines.,1.0,1.0,1.0,1.0,unsupported_claim,none,"The answer incorrectly generalizes a 'last day of the month following the graduation month' rule not supported by evidence, and misinterprets the sample schedule dates.",1.0,1.0,1.5,1.0,False,False,False,
s30_review_0131,condition_96ec0056,Qwen/Qwen3.5-2B,Qwen3.5 2B,single_shot,single-shot,s30_006,"If I take a leave of absence and later return to ICU, what procedure or office information should I check before planning my courses again?",student_status,en,2.0,Qwen3.5,2.53,0.625,0.5,0.5625,0.25,3,False,1.0,2.0,1.0,1.0,missing_key_condition,over_answering,Partial visa and tuition information but mishandles the illness-certificate and EAG requirement.,1.0,1.0,1.0,1.0,evidence_insufficient,unsupported_claim,"The answer partially addresses the question but relies on incomplete evidence, missing the key re-enrolment procedure and physician's certificate deadline, and includes unsupported claims about health certificates and medical institution information.",1.0,1.5,1.0,1.0,False,False,False,
s30_review_0132,condition_0097e635,Qwen/Qwen3.5-2B,Qwen3.5 2B,agentic,agentic,s30_006,"If I take a leave of absence and later return to ICU, what procedure or office information should I check before planning my courses again?",student_status,en,2.0,Qwen3.5,6.937,0.625,0.625,0.625,0.5,2,False,0.0,2.0,1.0,0.0,evidence_insufficient,missing_key_condition,States no information and gives no usable return guidance.,1.0,2.0,0.0,0.0,retrieval_miss,none,"The model correctly states the evidence lacks the needed information, but the answer is only partly useful because it does not guide the student to the correct office or resource.",0.5,2.0,0.5,0.0,False,False,True,gpt_acceptance_0
